record_id	record_kind	source_language	context	pointer_index	pointer_rom_offset	jp_pointer_cpu	en_pointer_cpu	jp_rom_offset	en_rom_offset	jp_window_end	en_window_end	jp_first_ff_end	en_first_ff_end	jp_raw_bytes	en_raw_bytes	jp_text	en_text	target_scope	target_references	structural_confidence	notes
JP-PRE-189	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05CA7		0x05CB0		0x05CB0		A7 88 10 99 87 B5 9A AE FF		<A7><88><10><99><87><B5><9A><AE><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-190	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05CB0		0x05CB9		0x05CB9		8E AE 96 AE 99 86 B4 5A FF		<8E><AE><96><AE><99><86><B4><5A><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-191	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05CB9		0x05CD7		0x05CD7		C1 9C C7 9C CC 9C D0 9C D4 9C D7 9C DC 9C E1 9C E6 9C E9 9C F0 9C F8 9C 90 82 A8 B7 88 FF		<C1><9C><C7><9C><CC><9C><D0><9C><D4><9C><D7><9C><DC><9C><E1><9C><E6><9C><E9><9C><F0><9C><F8><9C><90><82><A8><B7><88><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-192	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05CD7		0x05CDC		0x05CDC		87 A8 B7 88 FF		<87><A8><B7><88><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-193	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05CDC		0x05CE0		0x05CE0		5A AE 91 FF		<5A><AE><91><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-194	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05CE0		0x05CE4		0x05CE4		87 B4 88 FF		<87><B4><88><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-195	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05CE4		0x05CE7		0x05CE7		1C 87 FF		<1C><87><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-196	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05CE7		0x05CEC		0x05CEC		1C 87 95 09 FF		<1C><87><95><09><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-197	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05CEC		0x05CF1		0x05CF1		1E 83 07 B7 FF		<1E><83><07><B7><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-198	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05CF1		0x05CF6		0x05CF6		8D 1A A4 8B FF		<8D><1A><A4><8B><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-199	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05CF6		0x05CF9		0x05CF9		1A 98 FF		<1A><98><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-200	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05CF9		0x05D00		0x05D00		83 90 AA 0D A6 8B FF		<83><90><AA><0D><A6><8B><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-201	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D00		0x05D08		0x05D08		87 A8 B7 88 ED E1 F8 FF		<87><A8><B7><88><ED><E1><F8><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-202	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D08		0x05D11		0x05D11		90 82 A8 B7 88 ED E1 F8 FF		<90><82><A8><B7><88><ED><E1><F8><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-203	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D11		0x05D15		0x05D15		8D A9 06 FF		<8D><A9><06><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-204	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D15		0x05D16		0x05D16		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-205	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D16		0x05D17		0x05D17		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-206	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D17		0x05D1A		0x05D1A		84 0F FF		<84><0F><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-207	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D1A		0x05D1B		0x05D1B		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-208	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D1B		0x05D1C		0x05D1C		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-209	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D1C		0x05D1D		0x05D1D		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-210	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D1D		0x05D22		0x05D22		8A 83 0D 89 FF		<8A><83><0D><89><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-211	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D22		0x05D23		0x05D23		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-212	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D23		0x05D29		0x05D29		A8 88 91 B6 83 FF		<A8><88><91><B6><83><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-213	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D29		0x05D2F		0x05D2F		84 B4 91 B6 83 FF		<84><B4><91><B6><83><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-214	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D2F		0x05D33		0x05D33		82 95 1A FF		<82><95><1A><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-215	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D33		0x05D34		0x05D34		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-216	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D34		0x05D35		0x05D35		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-217	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D35		0x05D39		0x05D39		86 AC 91 FF		<86><AC><91><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-218	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D39		0x05D3A		0x05D3A		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-219	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D3A		0x05D3B		0x05D3B		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-220	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D3B		0x05D3E		0x05D3E		94 8B FF		<94><8B><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-221	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D3E		0x05D3F		0x05D3F		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-222	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D3F		0x05D40		0x05D40		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-223	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D40		0x05D41		0x05D41		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-224	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D41		0x05D45		0x05D45		95 06 94 FF		<95><06><94><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-225	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D45		0x05D46		0x05D46		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-226	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D46		0x05D47		0x05D47		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-227	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D47		0x05D4B		0x05D4B		9B 0E AE FF		<9B><0E><AE><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-228	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D4B		0x05D4C		0x05D4C		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-229	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D4C		0x05D4D		0x05D4D		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-230	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D4D		0x05D51		0x05D51		91 B7 83 FF		<91><B7><83><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-231	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D51		0x05D54		0x05D54		9A AE FF		<9A><AE><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-232	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D54		0x05D55		0x05D55		FF		<FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-233	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D55		0x05D57		0x05D57		C0 FF		<C0><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-234	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D57		0x05D59		0x05D59		C1 FF		<C1><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-235	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D59		0x05D5B		0x05D5B		C2 FF		<C2><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-236	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D5B		0x05D5D		0x05D5D		C3 FF		<C3><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-237	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D5D		0x05D5F		0x05D5F		C4 FF		<C4><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-238	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D5F		0x05D61		0x05D61		C5 FF		<C5><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-239	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D61		0x05D63		0x05D63		C6 FF		<C6><FF>		pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
JP-PRE-240	ff_delimited	japanese	Bank 1 pre-pointer text area					0x05D63		0x05DD4				AD 7F 70 C9 B6 90 1D C9 DB B0 19 C9 BC F0 15 38 E9 B6 A8 B9 9D 9D A8 B9 50 00 09 10 99 50 00 A9 00 99 69 00 60 AD 7F 70 C9 B6 90 1D C9 DB B0 19 C9 BC F0 F0 38 E9 B6 A8 B9 9D 9D A8 B9 50 00 29 EF 99 50 00 A9 00 99 69 00 60 01 01 02 00 02 03 00 03 00 03 03 03 03 00 03 03 03 03 03 03 02 03 03 03 00 00 03 03 03 00 03 02 02 00 00 00 00 B0 9F		<AD><7F><70><C9><B6><90><1D><C9><DB><B0><19><C9><BC><F0><15><38><E9><B6><A8><B9><9D><9D><A8><B9><50><00><09><10><99><50><00><A9><00><99><69><00><60><AD><7F><70><C9><B6><90><1D><C9><DB><B0><19><C9><BC><F0><F0><38><E9><B6><A8><B9><9D><9D><A8><B9><50><00><29><EF><99><50><00><A9><00><99><69><00><60><01><01><02><00><02><03><00><03><00><03><03><03><03><00><03><03><03><03><03><03><02><03><03><03><00><00><03><03><03><00><03><02><02><00><00><00><00><B0><9F>		pre-pointer block		medium	unterminated tail record; not paired
EN-PRE-000	ff_delimited	english	Bank 1 pre-pointer text area						0x056BC		0x056C1		0x056C1		99 95 8B 89 FF		YUKI<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-001	ff_delimited	english	Bank 1 pre-pointer text area						0x056C1		0x056CB		0x056CB		89 94 8F 8B 89 93 81 8B 89 FF		ITOKISAKI<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-002	ff_delimited	english	Bank 1 pre-pointer text area						0x056CB		0x056D0		0x056D0		94 81 8D 8F FF		TAMO<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-003	ff_delimited	english	Bank 1 pre-pointer text area						0x056D0		0x056DA		0x056DA		93 81 89 9A 8F 88 81 87 89 FF		SAIZOHAGI<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-004	ff_delimited	english	Bank 1 pre-pointer text area						0x056DA		0x056E4		0x056E4		88 81 93 88 89 8B 8F 93 95 FF		HASHIKOSU<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-005	ff_delimited	english	Bank 1 pre-pointer text area						0x056E4		0x056EE		0x056EE		88 81 8E 93 95 8B 8F 95 85 FF		HANSUKOUE<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-006	ff_delimited	english	Bank 1 pre-pointer text area						0x056EE		0x056F3		0x056F3		88 89 92 81 FF		HIRA<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-007	ff_delimited	english	Bank 1 pre-pointer text area						0x056F3		0x056F8		0x056F8		88 89 84 85 FF		HIDE<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-008	ff_delimited	english	Bank 1 pre-pointer text area						0x056F8		0x056FD		0x056FD		81 93 88 89 FF		ASHI<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-009	ff_delimited	english	Bank 1 pre-pointer text area						0x056FD		0x05701		0x05701		82 85 8E FF		BEN<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-010	ff_delimited	english	Bank 1 pre-pointer text area						0x05701		0x05702		0x05702		FF		<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-011	ff_delimited	english	Bank 1 pre-pointer text area						0x05702		0x05711		0x05711		93 81 89 94 81 8D 8F 85 8D 8F 8D 95 92 81 FF		SAITAMOEMOMURA<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-012	ff_delimited	english	Bank 1 pre-pointer text area						0x05711		0x05716		0x05716		93 81 84 81 FF		SADA<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-013	ff_delimited	english	Bank 1 pre-pointer text area						0x05716		0x0571B		0x0571B		93 85 8B 89 FF		SEKI<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-014	ff_delimited	english	Bank 1 pre-pointer text area						0x0571B		0x05725		0x05725		99 8F 94 93 95 94 8F 8D 8F FF		YOTSUTOMO<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-015	ff_delimited	english	Bank 1 pre-pointer text area						0x05725		0x0572A		0x0572A		8B 95 8D 81 FF		KUMA<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-016	ff_delimited	english	Bank 1 pre-pointer text area						0x0572A		0x0572F		0x0572F		97 81 94 81 FF		WATA<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-017	ff_delimited	english	Bank 1 pre-pointer text area						0x0572F		0x05734		0x05734		95 92 81 85 FF		URAE<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-018	ff_delimited	english	Bank 1 pre-pointer text area						0x05734		0x05739		0x05739		94 8F 8D 85 FF		TOME<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-019	ff_delimited	english	Bank 1 pre-pointer text area						0x05739		0x05743		0x05743		8F 8E 8F 8B 89 99 81 94 81 FF		ONOKIYATA<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-020	ff_delimited	english	Bank 1 pre-pointer text area						0x05743		0x05752		0x05752		89 93 8F 92 8F 92 89 88 85 89 83 88 89 85 FF		ISORORIHEICHIE<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-021	ff_delimited	english	Bank 1 pre-pointer text area						0x05752		0x05757		0x05757		93 95 8D 89 FF		SUMI<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-022	ff_delimited	english	Bank 1 pre-pointer text area						0x05757		0x0575C		0x0575C		93 88 89 8E FF		SHIN<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-023	ff_delimited	english	Bank 1 pre-pointer text area						0x0575C		0x05761		0x05761		8D 95 8E 85 FF		MUNE<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-024	ff_delimited	english	Bank 1 pre-pointer text area						0x05761		0x0576B		0x0576B		87 85 8E 93 95 8F 89 93 81 FF		GENSUOISA<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-025	ff_delimited	english	Bank 1 pre-pointer text area						0x0576B		0x05770		0x05770		88 85 8D 8F FF		HEMO<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-026	ff_delimited	english	Bank 1 pre-pointer text area						0x05770		0x05775		0x05775		99 8F 94 81 FF		YOTA<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-027	ff_delimited	english	Bank 1 pre-pointer text area						0x05775		0x0577A		0x0577A		8B 81 8D 85 FF		KAME<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-028	ff_delimited	english	Bank 1 pre-pointer text area						0x0577A		0x0577F		0x0577F		94 81 8B 89 FF		TAKI<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-029	ff_delimited	english	Bank 1 pre-pointer text area						0x0577F		0x05784		0x05784		88 89 93 81 FF		HISA<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-030	ff_delimited	english	Bank 1 pre-pointer text area						0x05784		0x0578E		0x0578E		93 81 88 85 89 8B 89 93 95 FF		SAHEIKISU<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-031	ff_delimited	english	Bank 1 pre-pointer text area						0x0578E		0x05793		0x05793		8E 8F 92 89 FF		NORI<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-032	ff_delimited	english	Bank 1 pre-pointer text area						0x05793		0x057A2		0x057A2		8B 8F 95 8B 89 93 95 85 8D 81 94 81 8B 85 FF		KOUKISUEMATAKE<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-033	ff_delimited	english	Bank 1 pre-pointer text area						0x057A2		0x057AC		0x057AC		95 8D 85 8D 81 82 8F 82 95 FF		UMEMABOBU<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-034	ff_delimited	english	Bank 1 pre-pointer text area						0x057AC		0x057B1		0x057B1		99 95 95 85 FF		YUUE<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-035	ff_delimited	english	Bank 1 pre-pointer text area						0x057B1		0x057BB		0x057BB		99 8F 93 88 89 92 89 88 85 FF		YOSHIRIHE<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-036	ff_delimited	english	Bank 1 pre-pointer text area						0x057BB		0x057CA		0x057CA		88 81 83 88 89 84 85 9A 8F 95 8B 95 8D 89 FF		HACHIDEZOUKUMI<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-037	ff_delimited	english	Bank 1 pre-pointer text area						0x057CA		0x057CF		0x057CF		94 81 92 8F FF		TARO<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-038	ff_delimited	english	Bank 1 pre-pointer text area						0x057CF		0x057D9		0x057D9		95 92 81 93 81 99 8F 8E 85 FF		URASAYONE<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-039	ff_delimited	english	Bank 1 pre-pointer text area						0x057D9		0x057E3		0x057E3		93 88 89 8D 81 94 85 92 95 FF		SHIMATERU<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-040	ff_delimited	english	Bank 1 pre-pointer text area						0x057E3		0x057E8		0x057E8		93 95 99 81 FF		SUYA<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-041	ff_delimited	english	Bank 1 pre-pointer text area						0x057E8		0x057ED		0x057ED		8D 8F 92 89 FF		MORI<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-042	ff_delimited	english	Bank 1 pre-pointer text area						0x057ED		0x057F2		0x057F2		89 93 88 89 FF		ISHI<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-043	ff_delimited	english	Bank 1 pre-pointer text area						0x057F2		0x057F7		0x057F7		93 81 8B 95 FF		SAKU<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-044	ff_delimited	english	Bank 1 pre-pointer text area						0x057F7		0x05806		0x05806		95 92 81 8A 89 93 88 89 82 81 8A 8D 87 91 FF		URAJISHIBAJMGQ<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-045	ff_delimited	english	Bank 1 pre-pointer text area						0x05806		0x0581F		0x0581F		93 88 89 92 8F 8A 95 8E 9A 8F 89 8E 85 94 81 81 8B 89 9A 8F 99 95 92 89 FF		SHIROJUNZOINETAAKIZOYURI<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-046	ff_delimited	english	Bank 1 pre-pointer text area						0x0581F		0x05824		0x05824		93 95 94 85 FF		SUTE<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-047	ff_delimited	english	Bank 1 pre-pointer text area						0x05824		0x05829		0x05829		93 88 95 95 FF		SHUU<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-048	ff_delimited	english	Bank 1 pre-pointer text area						0x05829		0x05838		0x05838		85 82 89 8E 8F 83 88 89 8A 89 81 94 93 95 FF		EBINOCHIJIATSU<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-049	ff_delimited	english	Bank 1 pre-pointer text area						0x05838		0x0583D		0x0583D		8B 81 8E 81 FF		KANA<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-050	ff_delimited	english	Bank 1 pre-pointer text area						0x0583D		0x05842		0x05842		93 95 8B 85 FF		SUKE<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-051	ff_delimited	english	Bank 1 pre-pointer text area						0x05842		0x05847		0x05847		87 8F 93 95 FF		GOSU<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-052	ff_delimited	english	Bank 1 pre-pointer text area						0x05847		0x05851		0x05851		94 93 95 8E 8F 8B 89 8B 95 FF		TSUNOKIKU<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-053	ff_delimited	english	Bank 1 pre-pointer text area						0x05851		0x05865		0x05865		94 8F 93 88 89 94 93 95 8B 89 8F 82 89 93 81 99 81 93 95 FF		TOSHITSUKIOBISAYASU<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-054	ff_delimited	english	Bank 1 pre-pointer text area						0x05865		0x05879		0x05879		8B 85 8E 87 8F 8D 81 8E 93 89 8B 81 94 93 95 93 8F 8E 8F FF		KENGOMANSIKATSUSONO<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-055	ff_delimited	english	Bank 1 pre-pointer text area						0x05879		0x0587E		0x0587E		87 8F 93 81 FF		GOSA<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-056	ff_delimited	english	Bank 1 pre-pointer text area						0x0587E		0x05888		0x05888		94 8F 95 82 85 9A 85 8E 85 FF		TOUBEZENE<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-057	ff_delimited	english	Bank 1 pre-pointer text area						0x05888		0x05897		0x05897		8F 8D 85 8E 8F 8D 8F 83 88 89 93 88 8F 95 FF		OMENOMOCHISHOU<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-058	ff_delimited	english	Bank 1 pre-pointer text area						0x05897		0x0589C		0x0589C		89 8E 87 8F FF		INGO<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-059	ff_delimited	english	Bank 1 pre-pointer text area						0x0589C		0x058A1		0x058A1		8E 85 88 81 FF		NEHA<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-060	ff_delimited	english	Bank 1 pre-pointer text area						0x058A1		0x058A6		0x058A6		94 85 8D 81 FF		TEMA<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-061	ff_delimited	english	Bank 1 pre-pointer text area						0x058A6		0x058AB		0x058AB		8D 8F 88 85 FF		MOHE<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-062	ff_delimited	english	Bank 1 pre-pointer text area						0x058AB		0x058B0		0x058B0		93 8F 8D 85 FF		SOME<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-063	ff_delimited	english	Bank 1 pre-pointer text area						0x058B0		0x058B5		0x058B5		8B 81 8D 8F FF		KAMO<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-064	ff_delimited	english	Bank 1 pre-pointer text area						0x058B5		0x058BA		0x058BA		8D 81 94 81 FF		MATA<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-065	ff_delimited	english	Bank 1 pre-pointer text area						0x058BA		0x058BE		0x058BE		95 8B 89 FF		UKI<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-066	ff_delimited	english	Bank 1 pre-pointer text area						0x058BE		0x058BF		0x058BF		FF		<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
EN-PRE-067	ff_delimited	english	Bank 1 pre-pointer text area						0x058BF		0x058C4		0x058C4		87 8F 92 8F FF		GORO<FF>	pre-pointer block		medium	0xFF-delimited record; not paired because translated lengths differ
