id	pointer_index	pointer_rom_offset	prg_bank	jp_pointer_cpu	en_pointer_cpu	jp_rom_offset	en_rom_offset	jp_length	en_length	jp_bytes	en_bytes	english_reference	target_scope	english_pointer_changed	conservative_catalog_status	korean_work_status	screen_context	route_requirement	notes
PTR-042	42	0x05E28	1	0xA447	0xA47B	0x06457	0x0648B	10	17	F0 BB 85 AE 96 87 A9 0E CA FF	F0 BB 00 89 00 8F 97 85 00 99 81 00 8F 8E 85 CA FF	<F0><BB><00>I<00>OWE<00>YA<00>ONE<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-043	43	0x05E2A	1	0xA451	0xA48C	0x06461	0x0649C	45	30	F0 BB FA 8B AE 00 82 82 A3 99 AD 00 A3 B4 93 87 A4 8C 90 CA F8 F9 00 9A A4 A8 A4 9F 82 96 87 88 00 86 AE 5E 83 A4 88 10 8F 83 13 CB FF	F0 BB 00 88 85 92 85 B9 00 FA B9 00 94 81 8B 85 F8 94 88 89 93 00 8B 81 8E 90 8F 95 BA FF	<F0><BB><00>HERE<B9><00><FA><B9><00>TAKE<F8>THIS<00>KANPOU<BA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-044	44	0x05E2C	1	0xA47E	0xA4AA	0x0648E	0x064BA	19	22	F0 BB FB 00 8B AE 96 00 AC 90 8C 93 85 87 A4 8C 90 A6 FF	F0 BB 00 95 93 85 00 89 94 00 94 8F 00 83 95 92 85 00 FB 00 CA FF	<F0><BB><00>USE<00>IT<00>TO<00>CURE<00><FB><00><CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-045	45	0x05E2E	1	0xA491	0xA4C0	0x064A1	0x064D0	50	54	F0 BB 5C 5C B4 CB 00 8E B4 8C B5 9A 00 94 A7 0F 83 82 B4 86 99 00 A3 99 F8 F9 00 83 87 A6 99 85 96 A2 00 93 AE 96 86 AC B4 93 8E 82 1A 82 82 90 8D FF	F0 BB 00 89 B6 8D 00 94 8F 92 81 B6 93 00 88 8F 8C 99 00 87 95 81 92 84 BA F8 90 92 85 90 81 92 85 00 86 8F 92 00 88 85 81 96 85 8E B6 93 00 97 92 81 94 88 CA FF	<F0><BB><00>I<B6>M<00>TORA<B6>S<00>HOLY<00>GUARD<BA><F8>PREPARE<00>FOR<00>HEAVEN<B6>S<00>WRATH<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-046	46	0x05E30	1	0xA4C3	0xA4F9	0x064D3	0x06509	12	13	F0 BB 5C 5C B4 CB 00 95 AE 94 CC FF	F0 BB 00 88 85 88 CB 97 88 81 94 CC FF	<F0><BB><00>HEH<CB>WHAT<CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-047	47	0x05E32	1	0xA4CF	0xA506	0x064DF	0x06516	35	41	F0 BB 9C A7 91 95 00 81 88 94 83 A2 F8 F9 00 85 97 8C A7 99 A3 83 8D 8A 94 9A 00 A6 88 AC 86 A7 AE CB FF	F0 BB 00 8C 8F 95 93 99 00 86 8F 92 85 89 87 8E 85 92 93 CB F8 99 8F 95 92 00 85 8E 87 8C 89 93 88 00 93 95 83 8B 93 CA FF	<F0><BB><00>LOUSY<00>FOREIGNERS<CB><F8>YOUR<00>ENGLISH<00>SUCKS<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-048	48	0x05E34	1	0xA4F2	0xA52F	0x06502	0x0653F	38	47	F0 BB 5C 5C B4 CB 00 82 92 0F A4 9A 00 8D 9F 97 8A 94 AD CB F8 F9 00 8E B4 8C B5 99 00 9C 86 88 13 0A 0B B4 90 FF	F0 BB 00 88 85 99 CA 00 87 89 8D 8D 85 00 81 00 82 92 85 81 8B BA F8 8C 85 94 00 82 99 87 8F 8E 85 93 00 82 85 00 82 99 87 8F 8E 85 93 CB FF	<F0><BB><00>HEY<CA><00>GIMME<00>A<00>BREAK<BA><F8>LET<00>BYGONES<00>BE<00>BYGONES<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-049	49	0x05E36	1	0xA518	0xA08A	0x06528	0x0609A	21	27	F0 BB 85 97 8C A7 96 00 86 8E 82 8B 8E 93 9A 88 AA 97 86 CC FF	F0 BB 00 90 8C 85 81 93 85 00 8C 85 94 00 8D 85 00 8A 8F 89 8E 00 99 8F 95 CA FF	<F0><BB><00>PLEASE<00>LET<00>ME<00>JOIN<00>YOU<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-050	50	0x05E38	1	0xA52D	0xA55E	0x0653D	0x0656E	15	15	F0 BB 5C 5C B4 CB 00 86 90 0C 89 95 82 CB FF	F0 BB 00 8C 81 94 85 92 B9 00 82 95 84 CB FF	<F0><BB><00>LATER<B9><00>BUD<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-051	51	0x05E3A	1	0xA53C	0xA56D	0x0654C	0x0657D	19	12	F0 BB 5C 5C 5C B4 CB 00 8C 92 AA 82 92 86 9F 92 A9 CA FF	F0 BB 00 88 85 85 88 85 85 CB CB FF	<F0><BB><00>HEEHEE<CB><CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-052	52	0x05E3C	1	0xA54F	0xA579	0x0655F	0x06589	43	28	F0 BB 95 AE 99 83 A7 A0 A3 81 A8 A4 8E AE 06 CB F8 F9 00 8A AA A3 00 94 8E 82 99 07 A8 96 0A 0B AE 8D 00 0A A2 AE 95 8D B4 93 FF	F0 BB 00 8E 8F 94 88 89 8E 87 00 90 85 92 93 8F 8E 81 8C CB F8 93 8F 92 92 99 CA FF	<F0><BB><00>NOTHING<00>PERSONAL<CB><F8>SORRY<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-053	53	0x05E3E	1	0xA57A	0xA595	0x0658A	0x065A5	45	44	F0 BB 85 A2 B2 8B AE 9A 00 FB 00 8B AE 99 00 87 B5 88 0C AE 86 82 F8 F9 00 95 A9 9E 14 00 9B 13 B2 9A 95 8C 10 00 A5 A9 8E 98 B2 CA FF	F0 BB 00 99 8F 95 00 97 8F 92 8B 00 86 8F 92 00 FB 00 CC F8 97 85 8C 8C B9 00 89 00 88 81 96 85 00 93 8F 8D 85 00 8E 85 97 93 CB FF	<F0><BB><00>YOU<00>WORK<00>FOR<00><FB><00><CC><F8>WELL<B9><00>I<00>HAVE<00>SOME<00>NEWS<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-054	54	0x05E40	1	0xA5A7	0xA5C1	0x065B7	0x065D1	24	23	F0 BB A1 8D A2 AD 8B A7 B4 90 99 9A 00 94 A7 0F 83 96 91 09 B2 98 B2 FF	F0 BB 00 94 8F 92 81 00 94 8F 8F 8B 00 94 88 85 00 87 89 92 8C CA FF	<F0><BB><00>TORA<00>TOOK<00>THE<00>GIRL<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-055	55	0x05E42	1	0xA5BF	0xA5D8	0x065CF	0x065E8	42	54	F0 BB 8D 89 B4 94 8C 93 B2 99 9A 00 A4 9F A4 9F 10 06 00 07 A8 06 81 A9 F8 F9 00 86 AC A8 94 82 B4 91 B5 AF 95 AE 10 06 CB FF	F0 BB 00 89 00 83 81 8E B6 94 00 87 8F 00 97 89 94 88 00 99 8F 95 B9 00 93 8F B9 F8 89 8E 93 94 85 81 84 CB 00 8C 85 94 00 8D 85 00 94 85 81 83 88 00 99 8F 95 FF	<F0><BB><00>I<00>CAN<B6>T<00>GO<00>WITH<00>YOU<B9><00>SO<B9><F8>INSTEAD<CB><00>LET<00>ME<00>TEACH<00>YOU<FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-056	56	0x05E44	1	0xA5E9	0xA60E	0x065F9	0x0661E	26	28	F0 BB 8A 99 00 14 8D AD 83 89 94 B4 93 88 AA 00 81 B4 8C 99 00 82 99 91 10 FF	F0 BB 00 8D 99 00 86 81 8D 8F 95 93 00 84 81 87 87 85 92 00 81 94 94 81 83 8B CA FF	<F0><BB><00>MY<00>FAMOUS<00>DAGGER<00>ATTACK<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-057	57	0x05E46	1	0xA603	0xB05F	0x06613	0x0706F	24	21	F0 BB A3 83 8C AC 89 0A 0B AE 8E AE 06 00 8A AA A3 00 94 8E 82 10 CB FF	F0 BB 00 89 00 8D 95 93 94 00 8C 85 81 96 85 00 8E 8F 97 CB FF	<F0><BB><00>I<00>MUST<00>LEAVE<00>NOW<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-058	58	0x05E48	1	0xA61B	0xA62A	0x0662B	0x0663A	21	19	F0 BB 84 AE 06 81 B4 90 A7 00 9F 90 85 81 82 8C A4 8C B7 83 FF	F0 BB 00 83 81 94 83 88 00 99 81 00 8C 81 94 85 92 CB FF	<F0><BB><00>CATCH<00>YA<00>LATER<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-059	59	0x05E4A	1	0xA630	0xA63D	0x06640	0x0664D	46	33	F0 BB 94 A7 0F 83 8B AE AD 00 8B 06 8C 93 A9 B4 93 B2 99 9A F8 F9 00 85 A2 B2 90 91 86 B0 00 A4 A2 94 87 95 00 AB 88 95 8A 94 06 98 B2 FF	F0 BB 00 8C 8F 8F 8B 89 8E 87 00 86 8F 92 00 94 8F 92 81 CC F8 82 85 00 83 81 92 85 86 95 8C CA FF	<F0><BB><00>LOOKING<00>FOR<00>TORA<CC><F8>BE<00>CAREFUL<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-060	60	0x05E4C	1	0xA65E	0xA65E	0x0666E	0x0666E	34	42	F0 BB 94 A7 0F 83 8B AE 9A 00 85 AE 95 AD 8B A7 83 9E 14 F8 F9 00 85 91 1C AA 91 B5 AF 82 98 B2 A6 FF	F0 BB 00 94 8F 92 81 00 97 8F 95 8C 84 8E B6 94 00 8B 89 84 8E 81 90 F8 81 00 87 89 92 8C B9 00 97 8F 95 8C 84 00 88 85 CC FF	<F0><BB><00>TORA<00>WOULDN<B6>T<00>KIDNAP<F8>A<00>GIRL<B9><00>WOULD<00>HE<CC><FF>	bank1_after_pointer_table	false	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-061	61	0x05E4E	1	0xA680	0xA688	0x06690	0x06698	31	42	F0 BB 85 AE 95 AD 8B A7 B4 90 99 9A F8 F9 00 FB 02 00 94 00 FB 03 00 B4 93 B2 A4 92 A7 10 FF	F0 BB 00 89 B6 8D 00 94 85 8C 8C 89 8E 87 00 99 81 B9 00 FB 02 F8 81 8E 84 00 FB 03 00 87 92 81 82 82 85 84 00 88 85 92 CA FF	<F0><BB><00>I<B6>M<00>TELLING<00>YA<B9><00><FB><02><F8>AND<00><FB><03><00>GRABBED<00>HER<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-062	62	0x05E50	1	0xA69F	0xA6B2	0x066AF	0x066C2	18	21	F0 BB AB 88 95 8A 94 06 98 B2 B4 93 00 82 B4 90 AB FF	F0 BB 00 94 88 85 99 B6 92 85 00 84 81 8E 87 85 92 8F 95 93 FF	<F0><BB><00>THEY<B6>RE<00>DANGEROUS<FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-063	63	0x05E52	1	0xA6B1	0xA6C7	0x066C1	0x066D7	41	42	F0 BB FA B4 93 B2 99 9A 00 85 A2 B2 8B AE 86 82 CC F8 F9 00 83 13 06 90 92 B4 93 B2 00 93 B2 8C 90 00 83 AC 8B 10 0E CA FF	F0 BB 00 99 8F 95 B6 92 85 00 FA CC 00 89 00 88 85 81 92 84 F8 99 8F 95 B6 92 85 00 90 92 85 94 94 99 00 94 8F 95 87 88 CA FF	<F0><BB><00>YOU<B6>RE<00><FA><CC><00>I<00>HEARD<F8>YOU<B6>RE<00>PRETTY<00>TOUGH<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-064	64	0x05E54	1	0xA6DA	0xA08A	0x066EA	0x0609A	25	27	F0 BB 85 A2 B2 8B AE 99 95 86 9F 94 A4 A7 96 00 8C 93 88 AA 98 B2 86 B0 FF	F0 BB 00 90 8C 85 81 93 85 00 8C 85 94 00 8D 85 00 8A 8F 89 8E 00 99 8F 95 CA FF	<F0><BB><00>PLEASE<00>LET<00>ME<00>JOIN<00>YOU<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-065	65	0x05E56	1	0xA6F3	0xA6F1	0x06703	0x06701	12	11	F0 BB 8F 8A AD 00 95 AE 94 86 CA FF	F0 BB 00 90 8C 85 81 93 85 CA FF	<F0><BB><00>PLEASE<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-066	66	0x05E58	1	0xA6FF	0xA6FC	0x0670F	0x0670C	12	17	F0 BB 13 95 85 8C 93 88 A9 0E CA FF	F0 BB 00 89 B6 8C 8C 00 82 85 00 82 81 83 8B CA FF	<F0><BB><00>I<B6>LL<00>BE<00>BACK<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-067	67	0x05E5A	1	0xA70B	0xA70D	0x0671B	0x0671D	44	48	FB 02 BB A1 8D A2 AD 8B A7 B4 90 99 9A 90 8C 86 96 00 81 B4 8C A7 10 F8 F9 00 81 A9 9B 94 96 00 90 99 9F AA 90 B4 93 B2 AC 89 10 FF	FB 02 BB 00 99 85 81 88 B9 00 97 85 00 87 92 81 82 82 85 84 00 94 88 85 F8 87 89 92 8C CB 86 8F 92 00 94 88 85 00 87 92 85 81 94 00 8F 8E 85 FF	<FB><02><BB><00>YEAH<B9><00>WE<00>GRABBED<00>THE<F8>GIRL<CB>FOR<00>THE<00>GREAT<00>ONE<FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-068	68	0x05E5C	1	0xA737	0xA73D	0x06747	0x0674D	38	38	FB 03 BB 86 84 8C 93 9E 8C 89 AA 1A 00 81 B4 8C A7 96 86 92 8A 94 10 F8 F9 00 86 93 AA 1A 99 9A 95 8C 10 06 95 FF	F0 BB 00 87 8F 94 94 81 00 82 85 81 94 00 95 93 00 89 86 F8 99 81 00 97 81 8E 94 00 88 85 92 00 82 81 83 8B CA FF	<F0><BB><00>GOTTA<00>BEAT<00>US<00>IF<F8>YA<00>WANT<00>HER<00>BACK<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-069	69	0x05E5E	1	0xA75D	0xA763	0x0676D	0x06773	33	37	F0 BB 9B 13 B2 CA 00 81 99 A4 AB 83 00 96 09 A4 06 B4 90 0E CA F8 F9 00 8C AE 0C A7 AA 98 B2 CB FF	F0 BB 00 94 88 81 94 00 82 8F 9A 8F 00 92 81 8E 00 81 97 81 99 CA F8 95 8E 82 85 8C 89 85 96 81 82 8C 85 CA FF	<F0><BB><00>THAT<00>BOZO<00>RAN<00>AWAY<CA><F8>UNBELIEVABLE<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-070	70	0x05E60	1	0xA77E	0xA788	0x0678E	0x06798	23	24	F0 BB 84 B2 82 00 8B B4 8B 94 00 94 14 A2 AD 8B 8C A4 06 AA 82 CA FF	F0 BB 00 86 89 8E 89 93 88 00 89 94 B9 00 84 81 8D 8E 00 99 8F 95 CA FF	<F0><BB><00>FINISH<00>IT<B9><00>DAMN<00>YOU<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-071	71	0x05E62	1	0xA795	0xA7A0	0x067A5	0x067B0	25	32	F0 BB 81 B4 8C AD 00 A0 99 06 8D B4 93 B2 CC 00 CB 8A 83 86 82 8D A9 0E FF	F0 BB 00 99 8F 95 B6 8C 8C 00 92 85 87 92 85 94 00 8C 85 94 94 89 8E 87 F8 8D 85 00 87 8F CB FF	<F0><BB><00>YOU<B6>LL<00>REGRET<00>LETTING<F8>ME<00>GO<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-072	72	0x05E64	1	0xA7AE	0xA7C0	0x067BE	0x067D0	36	36	F0 BB 8A 99 93 84 14 99 83 13 13 00 81 B4 8C A7 96 90 93 92 8A 83 90 AF F8 F9 00 1A 86 95 9A 95 8C A6 CB FF	F0 BB 00 99 8F 95 00 81 8E 84 00 97 88 8F B6 93 00 81 92 8D 99 F8 97 89 8C 8C 00 93 94 8F 90 00 95 93 CC FF	<F0><BB><00>YOU<00>AND<00>WHO<B6>S<00>ARMY<F8>WILL<00>STOP<00>US<CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-073	73	0x05E66	1	0xA7D2	0xA7E4	0x067E2	0x067F4	24	22	F0 BB 83 0A 89 A9 83 91 96 00 8B B4 8B 94 96 09 91 9F 83 8A 94 10 CA FF	F0 BB 00 92 95 8E 00 97 88 89 8C 85 00 99 8F 95 00 83 81 8E CA FF	<F0><BB><00>RUN<00>WHILE<00>YOU<00>CAN<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-074	74	0x05E68	1	0xA7EA	0xA7FA	0x067FA	0x0680A	14	19	F0 BB 85 A2 B2 A7 86 82 00 88 8F 83 CB FF	F0 BB 00 99 8F 95 00 81 87 81 89 8E CB 84 81 8D 8E CA FF	<F0><BB><00>YOU<00>AGAIN<CB>DAMN<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-075	75	0x05E6A	1	0xA7F8	0xA80D	0x06808	0x0681D	19	22	F0 BB 90 82 8C 90 8A 94 00 98 B2 0C B5 AF 98 B2 86 82 FF	F0 BB 00 99 8F 95 B6 92 85 00 81 00 82 89 87 00 8A 8F 8B 85 CA FF	<F0><BB><00>YOU<B6>RE<00>A<00>BIG<00>JOKE<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-076	76	0x05E6C	1	0xA80B	0xA08A	0x0681B	0x0609A	46	27	F0 BB 9E AA 90 0E CA 00 85 A2 B2 99 00 85 94 8A 07 96 A6 CA F8 F9 00 8D 89 10 91 8B 8C 93 A3 A7 83 0E 00 81 B4 8C 96 9F 86 8C 93 88 AA FF	F0 BB 00 90 8C 85 81 93 85 00 8C 85 94 00 8D 85 00 8A 8F 89 8E 00 99 8F 95 CA FF	<F0><BB><00>PLEASE<00>LET<00>ME<00>JOIN<00>YOU<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-077	77	0x05E6E	1	0xA839	0xA823	0x06849	0x06833	22	40	F0 BB FA 8B AE 00 85 85 85 A4 1C AE 86 A7 00 8A 94 0D 89 13 B2 FF	F0 BB 00 8D 92 BA 00 FA B9 00 94 88 85 00 82 85 85 87 F8 82 8F 93 93 00 89 93 00 82 85 88 89 8E 84 00 94 88 89 93 CA FF	<F0><BB><00>MR<BA><00><FA><B9><00>THE<00>BEEG<F8>BOSS<00>IS<00>BEHIND<00>THIS<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-078	78	0x05E70	1	0xA84F	0xA84B	0x0685F	0x0685B	48	49	F0 BB 94 A7 0F 83 9A 00 81 8B 0C AB 83 B4 93 A4 92 94 00 08 A9 10 8F 83 13 F8 F9 00 87 82 92 89 90 9E 83 06 00 82 82 B4 93 B2 9A 95 8C 13 CA FF	F0 BB 00 82 85 00 83 81 92 85 86 95 8C CA 00 94 8F 92 81 00 88 89 92 85 84 F8 93 8F 8D 85 00 87 8F 8F 8E 00 83 81 8C 8C 85 84 00 81 93 81 8A 89 FF	<F0><BB><00>BE<00>CAREFUL<CA><00>TORA<00>HIRED<F8>SOME<00>GOON<00>CALLED<00>ASAJI<FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-079	79	0x05E72	1	0xA87F	0xA87C	0x0688F	0x0688C	42	26	F0 BB 85 85 85 A4 1C AE 06 00 A6 AB 8C 88 82 B4 93 A4 8C 90 0E F8 F9 00 81 B4 8C AF 8A AA 13 00 8C 92 AA 82 82 90 8C A4 8D FF	F0 BB 00 82 85 85 87 00 82 8F 93 93 00 93 81 99 93 00 94 88 81 8E 8B 93 CB FF	<F0><BB><00>BEEG<00>BOSS<00>SAYS<00>THANKS<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-080	80	0x05E74	1	0xA8A9	0xA896	0x068B9	0x068A6	50	49	F0 BB 81 8B 0C AB 83 99 83 A7 96 9A 00 10 AA 86 82 A9 B4 93 B2 9A 95 8C 13 F8 F9 00 10 AA 10 86 92 87 94 A2 A9 B4 93 B2 00 82 B4 93 A4 8C 90 0E CA FF	F0 BB 00 97 85 00 8D 95 93 94 00 86 89 8E 84 00 8F 95 94 00 97 88 8F 00 F8 81 93 81 8A 89 00 92 85 81 8C 8C 99 00 97 8F 92 8B 93 00 86 8F 92 BA FF	<F0><BB><00>WE<00>MUST<00>FIND<00>OUT<00>WHO<00><F8>ASAJI<00>REALLY<00>WORKS<00>FOR<BA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-081	81	0x05E76	1	0xA8DB	0xA8C7	0x068EB	0x068D7	32	46	F0 BB 81 B4 8C AF 00 81 88 99 00 85 85 85 A4 1C AE 13 B2 CA F8 F9 00 AE 71 00 92 84 B2 A6 CA FF	F0 BB 00 89 B6 8D 00 94 88 85 00 82 85 85 87 00 82 8F 93 93 CB F8 89 B6 8D 00 82 81 84 00 81 8E 84 00 89 B6 8D 00 93 94 92 8F 8E 87 CA FF	<F0><BB><00>I<B6>M<00>THE<00>BEEG<00>BOSS<CB><F8>I<B6>M<00>BAD<00>AND<00>I<B6>M<00>STRONG<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
