id	context	jp_offset	jp_text	en_offset	en_text	pointer_offset	terminator	max_width	status	confidence	notes
PTR-057	Bank 1 pointer-driven text	0x06613	<F0><BB><A3><83><8C><AC><89><0A><0B><AE><8E><AE><06><00><8A><AA><A3><00><94><8E><82><10><CB><FF>	0x0706F	<F0><BB><00>I<00>MUST<00>LEAVE<00>NOW<CB><FF>	0x05E46	0x07084	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-058	Bank 1 pointer-driven text	0x0662B	<F0><BB><84><AE><06><81><B4><90><A7><00><9F><90><85><81><82><8C><A4><8C><B7><83><FF>	0x0663A	<F0><BB><00>CATCH<00>YA<00>LATER<CB><FF>	0x05E48	0x0664D	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-059	Bank 1 pointer-driven text	0x06640	<F0><BB><94><A7><0F><83><8B><AE><AD><00><8B><06><8C><93><A9><B4><93><B2><99><9A><F8><F9><00><85><A2><B2><90><91><86><B0><00><A4><A2><94><87><95><00><AB><88><95><8A><94><06><98><B2><FF>	0x0664D	<F0><BB><00>LOOKING<00>FOR<00>TORA<CC><F8>BE<00>CAREFUL<CA><FF>	0x05E4A	0x0666E	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-060	Bank 1 pointer-driven text	0x0666E	<F0><BB><94><A7><0F><83><8B><AE><9A><00><85><AE><95><AD><8B><A7><83><9E><14><F8><F9><00><85><91><1C><AA><91><B5><AF><82><98><B2><A6><FF>	0x0666E	<F0><BB><00>TORA<00>WOULDN<B6>T<00>KIDNAP<F8>A<00>GIRL<B9><00>WOULD<00>HE<CC><FF>	0x05E4C	0x06698	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-061	Bank 1 pointer-driven text	0x06690	<F0><BB><85><AE><95><AD><8B><A7><B4><90><99><9A><F8><F9><00><FB><02><00><94><00><FB><03><00><B4><93><B2><A4><92><A7><10><FF>	0x06698	<F0><BB><00>I<B6>M<00>TELLING<00>YA<B9><00><FB><02><F8>AND<00><FB><03><00>GRABBED<00>HER<CA><FF>	0x05E4E	0x066C2	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-062	Bank 1 pointer-driven text	0x066AF	<F0><BB><AB><88><95><8A><94><06><98><B2><B4><93><00><82><B4><90><AB><FF>	0x066C2	<F0><BB><00>THEY<B6>RE<00>DANGEROUS<FF>	0x05E50	0x066D7	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-063	Bank 1 pointer-driven text	0x066C1	<F0><BB><FA><B4><93><B2><99><9A><00><85><A2><B2><8B><AE><86><82><CC><F8><F9><00><83><13><06><90><92><B4><93><B2><00><93><B2><8C><90><00><83><AC><8B><10><0E><CA><FF>	0x066D7	<F0><BB><00>YOU<B6>RE<00><FA><CC><00>I<00>HEARD<F8>YOU<B6>RE<00>PRETTY<00>TOUGH<CA><FF>	0x05E52	0x06701	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-064	Bank 1 pointer-driven text	0x066EA	<F0><BB><85><A2><B2><8B><AE><99><95><86><9F><94><A4><A7><96><00><8C><93><88><AA><98><B2><86><B0><FF>	0x0609A	<F0><BB><00>PLEASE<00>LET<00>ME<00>JOIN<00>YOU<CA><FF>	0x05E54	0x060B5	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-065	Bank 1 pointer-driven text	0x06703	<F0><BB><8F><8A><AD><00><95><AE><94><86><CA><FF>	0x06701	<F0><BB><00>PLEASE<CA><FF>	0x05E56	0x0670C	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-066	Bank 1 pointer-driven text	0x0670F	<F0><BB><13><95><85><8C><93><88><A9><0E><CA><FF>	0x0670C	<F0><BB><00>I<B6>LL<00>BE<00>BACK<CA><FF>	0x05E58	0x0671D	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-067	Bank 1 pointer-driven text	0x0671B	<FB><02><BB><A1><8D><A2><AD><8B><A7><B4><90><99><9A><90><8C><86><96><00><81><B4><8C><A7><10><F8><F9><00><81><A9><9B><94><96><00><90><99><9F><AA><90><B4><93><B2><AC><89><10><FF>	0x0671D	<FB><02><BB><00>YEAH<B9><00>WE<00>GRABBED<00>THE<F8>GIRL<CB>FOR<00>THE<00>GREAT<00>ONE<FF>	0x05E5A	0x0674D	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-068	Bank 1 pointer-driven text	0x06747	<FB><03><BB><86><84><8C><93><9E><8C><89><AA><1A><00><81><B4><8C><A7><96><86><92><8A><94><10><F8><F9><00><86><93><AA><1A><99><9A><95><8C><10><06><95><FF>	0x0674D	<F0><BB><00>GOTTA<00>BEAT<00>US<00>IF<F8>YA<00>WANT<00>HER<00>BACK<CA><FF>	0x05E5C	0x06773	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-069	Bank 1 pointer-driven text	0x0676D	<F0><BB><9B><13><B2><CA><00><81><99><A4><AB><83><00><96><09><A4><06><B4><90><0E><CA><F8><F9><00><8C><AE><0C><A7><AA><98><B2><CB><FF>	0x06773	<F0><BB><00>THAT<00>BOZO<00>RAN<00>AWAY<CA><F8>UNBELIEVABLE<CA><FF>	0x05E5E	0x06798	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-070	Bank 1 pointer-driven text	0x0678E	<F0><BB><84><B2><82><00><8B><B4><8B><94><00><94><14><A2><AD><8B><8C><A4><06><AA><82><CA><FF>	0x06798	<F0><BB><00>FINISH<00>IT<B9><00>DAMN<00>YOU<CA><FF>	0x05E60	0x067B0	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-071	Bank 1 pointer-driven text	0x067A5	<F0><BB><81><B4><8C><AD><00><A0><99><06><8D><B4><93><B2><CC><00><CB><8A><83><86><82><8D><A9><0E><FF>	0x067B0	<F0><BB><00>YOU<B6>LL<00>REGRET<00>LETTING<F8>ME<00>GO<CB><FF>	0x05E62	0x067D0	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-072	Bank 1 pointer-driven text	0x067BE	<F0><BB><8A><99><93><84><14><99><83><13><13><00><81><B4><8C><A7><96><90><93><92><8A><83><90><AF><F8><F9><00><1A><86><95><9A><95><8C><A6><CB><FF>	0x067D0	<F0><BB><00>YOU<00>AND<00>WHO<B6>S<00>ARMY<F8>WILL<00>STOP<00>US<CC><FF>	0x05E64	0x067F4	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-073	Bank 1 pointer-driven text	0x067E2	<F0><BB><83><0A><89><A9><83><91><96><00><8B><B4><8B><94><96><09><91><9F><83><8A><94><10><CA><FF>	0x067F4	<F0><BB><00>RUN<00>WHILE<00>YOU<00>CAN<CA><FF>	0x05E66	0x0680A	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-074	Bank 1 pointer-driven text	0x067FA	<F0><BB><85><A2><B2><A7><86><82><00><88><8F><83><CB><FF>	0x0680A	<F0><BB><00>YOU<00>AGAIN<CB>DAMN<CA><FF>	0x05E68	0x0681D	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-075	Bank 1 pointer-driven text	0x06808	<F0><BB><90><82><8C><90><8A><94><00><98><B2><0C><B5><AF><98><B2><86><82><FF>	0x0681D	<F0><BB><00>YOU<B6>RE<00>A<00>BIG<00>JOKE<CA><FF>	0x05E6A	0x06833	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-076	Bank 1 pointer-driven text	0x0681B	<F0><BB><9E><AA><90><0E><CA><00><85><A2><B2><99><00><85><94><8A><07><96><A6><CA><F8><F9><00><8D><89><10><91><8B><8C><93><A3><A7><83><0E><00><81><B4><8C><96><9F><86><8C><93><88><AA><FF>	0x0609A	<F0><BB><00>PLEASE<00>LET<00>ME<00>JOIN<00>YOU<CA><FF>	0x05E6C	0x060B5	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-077	Bank 1 pointer-driven text	0x06849	<F0><BB><FA><8B><AE><00><85><85><85><A4><1C><AE><86><A7><00><8A><94><0D><89><13><B2><FF>	0x06833	<F0><BB><00>MR<BA><00><FA><B9><00>THE<00>BEEG<F8>BOSS<00>IS<00>BEHIND<00>THIS<CA><FF>	0x05E6E	0x0685B	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-078	Bank 1 pointer-driven text	0x0685F	<F0><BB><94><A7><0F><83><9A><00><81><8B><0C><AB><83><B4><93><A4><92><94><00><08><A9><10><8F><83><13><F8><F9><00><87><82><92><89><90><9E><83><06><00><82><82><B4><93><B2><9A><95><8C><13><CA><FF>	0x0685B	<F0><BB><00>BE<00>CAREFUL<CA><00>TORA<00>HIRED<F8>SOME<00>GOON<00>CALLED<00>ASAJI<FF>	0x05E70	0x0688C	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-079	Bank 1 pointer-driven text	0x0688F	<F0><BB><85><85><85><A4><1C><AE><06><00><A6><AB><8C><88><82><B4><93><A4><8C><90><0E><F8><F9><00><81><B4><8C><AF><8A><AA><13><00><8C><92><AA><82><82><90><8C><A4><8D><FF>	0x0688C	<F0><BB><00>BEEG<00>BOSS<00>SAYS<00>THANKS<CB><FF>	0x05E72	0x068A6	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-080	Bank 1 pointer-driven text	0x068B9	<F0><BB><81><8B><0C><AB><83><99><83><A7><96><9A><00><10><AA><86><82><A9><B4><93><B2><9A><95><8C><13><F8><F9><00><10><AA><10><86><92><87><94><A2><A9><B4><93><B2><00><82><B4><93><A4><8C><90><0E><CA><FF>	0x068A6	<F0><BB><00>WE<00>MUST<00>FIND<00>OUT<00>WHO<00><F8>ASAJI<00>REALLY<00>WORKS<00>FOR<BA><FF>	0x05E74	0x068D7	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-081	Bank 1 pointer-driven text	0x068EB	<F0><BB><81><B4><8C><AF><00><81><88><99><00><85><85><85><A4><1C><AE><13><B2><CA><F8><F9><00><AE><71><00><92><84><B2><A6><CA><FF>	0x068D7	<F0><BB><00>I<B6>M<00>THE<00>BEEG<00>BOSS<CB><F8>I<B6>M<00>BAD<00>AND<00>I<B6>M<00>STRONG<CA><FF>	0x05E76	0x06905	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-082	Bank 1 pointer-driven text	0x0690B	<F0><BB><8A><8A><9A><14><8A><CC><00><CB><9B><B0><B0><00><81><96><87><CA><00><A5><A9><8C><93><CA><FF>	0x06905	<F0><BB><00>FORGIVE<00>ME<B9><00>BRO<B9><00>I<00>WAS<CB><FF>	0x05E78	0x06920	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-083	Bank 1 pointer-driven text	0x06924	<F0><BB><81><96><87><B0><CD><FF>	0x06920	<F0><BB><00>BROTHER<CB><CA><FF>	0x05E7A	0x0692D	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-084	Bank 1 pointer-driven text	0x0692C	<F0><BB><9C><B4><9C><B4><9C><B4><CB><00><1A><AA><91><9F><B4><91><B5><AF><00><8C><86><90><98><B2><F8><F9><00><8D><1D><93><9A><00><81><B4><8C><99><90><88><A7><AE><10><8A><94><CB><FF>	0x0692D	<F0><BB><00>HEH<CB>HOW<00>DO<00>YOU<00>LIKE<F8>MY<00>INGENIOUS<00>MASTER<00>PLAN<CC><FF>	0x05E7C	0x0695E	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-085	Bank 1 pointer-driven text	0x06959	<F0><BB><FB><00><82><B4><86><8B><84><00><95><88><95><A8><B5><AF><00><81><94><9A><A6><F8><F9><00><93><9A><0D><14><85><A8><96><00><8A><94><06><9A><8A><1C><B4><93><B2><8D><AE><5E><83><10><FF>	0x0695E	<F0><BB><00>ALL<00>WE<00>NEED<00>TO<00>DO<F8>IS<00>ELIMINATE<00><FB><00><BA><FF>	0x05E7E	0x06984	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-086	Bank 1 pointer-driven text	0x06988	<F0><BB><82><9F><96><A0><93><82><A4><06><AA><CA><00><9C><B4><9C><B4><9C><B4><CB><FF>	0x06984	<F0><BB><00>WATCH<00>YOUR<00>BACKS<CA><F8>HEEHEE<CB><FF>	0x05E80	0x069A1	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-087	Bank 1 pointer-driven text	0x0699D	<94><A7><0F><83><BB><A6><88><00><8A><8A><9F><13><8A><AA><90><95><AF><00><95><06><AA><A3><AE><96><8C><91><B5><AF><F8><F9><00><93><84><8C><90><A4><AB><83><10><00><9E><A2><93><A4><A9><0E><CA><FF>	0x069A1	TORA<BB><00>I<00>CAN<B6>T<00>BELIEVE<00>YOU<F8>IDIOTS<00>GOT<00>THIS<00>FAR<CA><FF>	0x05E82	0x069D0	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-088	Bank 1 pointer-driven text	0x069CD	<81><8B><0C><AB><83><BB><9C><B4><CB><00><81><B4><8C><A7><99><00><89><82><86><88><96><B5><81><F8><F9><00><85><A2><B2><90><91><06><00><0C><B5><9F><95><AE><10><A6><00><86><88><0A><8C><A4><06><AA><FF>	0x069D0	ASAJI<BB><00>YOU<00>TWO<00>ARE<F8>BECOMING<00>A<00>NUISANCE<CA><FF>	0x05E84	0x069F8	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-089	Bank 1 pointer-driven text	0x069FE	<81><8B><0C><AB><83><BB><94><A7><0F><83><99><B4><00><81><94><9A><90><99><AE><10><0E><CA><FF>	0x069F8	ASAJI<BB><00>WHAT<00>DO<00>YOU<00>WANT<F8>DONE<00>WITH<00>THEM<CC><FF>	0x05E86	0x06A20	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-090	Bank 1 pointer-driven text	0x06A15	<94><A7><0F><83><BB><85><83><B4><CA><00><9F><86><8C><94><87><95><00><8D><9F><87><96><8C><93><A4><A9><0E><B4><CA><FF>	0x06A20	TORA<BB><00>I<B6>LL<00>TAKE<00>CARE<00>OF<F8>THEM<00>PERSONALLY<CB><FF>	0x05E88	0x06A49	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-091	Bank 1 pointer-driven text	0x06A32	<F0><BB><95><AE><93><B2><A4><AB><83><10><00><9E><A2><93><A4><A9><0E><CB><F8><F9><00><A6><99><95><86><00><AC><A9><82><8A><90><AF><00><13><87><98><B2><A3><AE><10><CB><FF>	0x06A49	<F0><BB><00>GAWD<B9><00>YOU<00>GUYS<00>ARE<F8>BAD<CA><FF>	0x05E8A	0x06A64	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-092	Bank 1 pointer-driven text	0x06A5C	<F0><BB><14><87><B7><83><10><89><9A><00><9E><A2><93><A4><A9><0E><CA><FF>	0x06A64	<F0><BB><00>YA<00>GOT<00>BALLS<CA><FF>	0x05E8C	0x06A75	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-093	Bank 1 pointer-driven text	0x06A6E	<F0><BB><9F><10><00><8A><A8><98><B2><99><86><82><CC><FF>	0x06A75	<F0><BB><00>YOU<B6>RE<00>STILL<00>ALIVE<CC><FF>	0x05E8E	0x06A8C	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-094	Bank 1 pointer-driven text	0x06A7C	<81><8B><0C><AB><83><BB><9C><B4><CB><00><8A><99><00><A4><88><90><90><0D><A2><CB><FF>	0x06A8C	ASAJI<BB><00>YOU<00>SORRY<00>PIECE<F8>OF<00>SHIT<CA><FF>	0x05E90	0x06AAC	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-095	Bank 1 pointer-driven text	0x06A91	<F0><BB><14><83><A4><A7><00><84><AE><06><00><81><A8><A4><8C><90><98><F8><F9><00><94><A7><0F><83><AD><00><90><85><8C><95><8D><B4><90><B4><93><00><93><B2><8C><90><A3><AE><10><FF>	0x06AAC	<F0><BB><00>SO<B9><00>WE<00>MEET<00>AGAIN<BA><00>YOU<F8>BEAT<00>TORA<CC><00>WOW<CA><FF>	0x05E92	0x06AD6	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-096	Bank 1 pointer-driven text	0x06ABD	<F0><BB><8A><82><92><AD><CB><00><81><B4><8C><86><A7><99><8E><AE><1D><92><13><B2><FF>	0x06AD6	<F0><BB><00>HERE<B9><00>TAKE<00>THIS<00>CHARM<BA><FF>	0x05E94	0x06AF0	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-097	Bank 1 pointer-driven text	0x06AD2	<F0><BB><9F><0C><13><82><B4><93><AE><13><8D><86><82><CC><00><0C><B7><83><10><AE><97><87><CC><FF>	0x06AF0	<F0><BB><00>ARE<00>YOU<00>SHITTING<00>ME<CC><FF>	0x05E96	0x06B08	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-098	Bank 1 pointer-driven text	0x06AEA	<F0><BB><85><A2><B2><8B><AE><95><A7><00><A4><92><96><00><86><93><A9><86><A3><8C><AA><98><B2><FF>	0x06B08	<F0><BB><00>MAYBE<00>YOU<00>CAN<00>BEAT<F8>HIM<00>NOW<BA><FF>	0x05E98	0x06B27	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-099	Bank 1 pointer-driven text	0x06B02	<89><AE><86><0C><B7><83><CA><00><9C><B4><CB><00><85><A2><B2><90><91><99><9A><86><AD><87><A2><93><A4><B4><90><0E><F8><88><A4><8C><86><B4><90><A7><00><87><95><8B><82><CA><00><9C><B4><9C><B4><9C><B4><CB><00><81><8B><0C><AB><83><FF>	0x06B27	<F0><BB><00>FIGHT<00>ME<00>IF<00>YOU<00>GOT<F8>THE<00>BALLS<CA><00><71>ASAJI<FF>	0x05E9A	0x06B50	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-100	Bank 1 pointer-driven text	0x06B3B	<F0><BB><FA><8B><AE><CA><00><81><B4><8C><AD><92><AA><93><B4><93><88><AA><B4><CA><FF>	0x0609A	<F0><BB><00>PLEASE<00>LET<00>ME<00>JOIN<00>YOU<CA><FF>	0x05E9C	0x060B5	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-101	Bank 1 pointer-driven text	0x06B50	<F0><BB><FA><8B><AE><CA><CA><00><85><85><85><A4><1C><AE><06><00><8A><AA><AD><CB><FF>	0x06B50	<F0><BB><00>BEEG<00>BOSS<00>GAVE<00>ME<F8>THIS<CB><FF>	0x05E9E	0x06B6B	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-102	Bank 1 pointer-driven text	0x06B65	<F0><BB><85><85><85><A4><1C><AE><06><CB><00><85><85><85><A4><1C><AE><06><CB><FF>	0x06B6B	<F0><BB><00>OH<00>NO<CA><00>BEEG<00>BOSS<CB><FF>	0x05EA0	0x06B80	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-103	Bank 1 pointer-driven text	0x06B79	<F0><BB><86><95><A7><0D><CB><00><86><95><A7><0D><86><90><87><AD><94><B4><93><A4><A9><0E><CB><FF>	0x06B80	<F0><BB><00>WE<B6>LL<00>SETTLE<00>THIS<F8>LATER<BA><FF>	0x05EA2	0x06B9C	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-104	Bank 1 pointer-driven text	0x06B91	<81><8B><0C><AB><83><BB><9C><B4><CB><00><A4><A7><AA><96><87><A4><06><B4><90><95><00><1A><86><95><A4><92><A2><CA><F8><F9><00><FB><04><99><00><0A><88><AB><83><10><B4><90><95><AF><CA><FF>	0x06B9C	ASAJI<BB><00><FA><B9><00>WE<B6>RE<00>GONNA<F8>KICK<00>YOUR<00>ASS<CA><FF>	0x05EA4	0x06BC1	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-105	Bank 1 pointer-driven text	0x06BBF	<FB><04><BB><A2><84><14><99><A0><A4><09><96><00><87><86><8C><93><A4><A7><AF><CA><F8><F9><00><8D><1D><93><9A><00><81><B4><8C><A7><9C><90><A8><06><00><90><88><A7><AE><10><8A><94><CB><FF>	0x06BC1	<FB><04><BB><00>BUT<00>FIRST<B9><00>LET<F8>ME<00>CLUE<00>YOU<00>IN<CB><FF>	0x05EA6	0x06BE4	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-106	Bank 1 pointer-driven text	0x06BED	<FB><04><BB><85><A2><84><90><91><B5><00><9F><AE><9F><94><10><9F><8B><AA><90><B4><93><B2><AC><89><10><FF>	0x06BE4	<FB><04><BB><00>YOU<00>WERE<00>JUST<00>A<00>PAWN<CB><FF>	0x05EA8	0x06BFE	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-107	Bank 1 pointer-driven text	0x06C07	<81><8B><0C><AB><83><BB><9C><B4><9C><B4><9C><B4><CB><00><98><AE><1C><92><13><A3><00><94><95><84><94><87><95><CA><FF>	0x06BFE	ASAJI<BB><00>SO<B9><00>PRAY<00>WHILE<00>YOU<00>CAN<CA><FF>	0x05EAA	0x06C1D	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-108	Bank 1 pointer-driven text	0x06C24	<F0><BB><9C><B4><9C><B4><9C><B4><CB><00><1A><86><95><A4><92><CA><FF>	0x06C1D	<F0><BB><00>HEH<CB>STUPID<00>BASTARDS<CA><FF>	0x05EAC	0x06C35	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-109	Bank 1 pointer-driven text	0x06C35	<F0><BB><92><07><99><09><71><A1><9A><00><94><83><14><83><88><AE><94><00><A4><9F><10><88><AE><10><0E><FF>	0x06C35	<F0><BB><00>ISN<B6>T<00>THE<00>MUSIC<00>IN<00>THIS<F8>VIDEO<00>GAME<00>GREAT<CA><CC><FF>	0x05EAE	0x06C63	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
